IDADE,RENDA_ANUAL,MORADIA,TEMPO_DE_SERVICO,MOTIVO_EMPRESTIMO,SCORE_CREDITO,VALOR_EMPRESTIMO,TAXA_DE_JUROS,SITUACAO_INADIMPLENCIA,COMPROMETIMENTO_DA_RENDA,HISTORICO_DE_INADIMPLENCIA,HISTORICO_DE_CREDITO,CADASTRO_COMPLETO,OBSERVACOES
31,65000,alugada,2,saude,A,8000,6.99,0,0.12,n,9,sim,
20,34800,alugada,3,saude,C,7000,13.61,0,0.2,s,2,sim,
28,100000,hipoteca,2,educacao,A,4000,7.49,0,0.04,n,8,sim,
27,20004,alugada,0,empreendimento,B,1500,12.69,0,0.07,n,9,sim,
25,146990,hipoteca,0,empreendimento,B,28000,10.99,0,0.19,n,3,sim,
21,104740,hipoteca,5,saude,B,19200,11.99,0,0.18,n,3,sim,
23,85000,alugada,5,empreendimento,A,3000,7.49,0,0.04,n,3,sim,
23,50000,hipoteca,4,empreendimento,E,15250,15.95,0,0.3,n,3,sim,"Cálculo do comprometimento da renda diferente do apontado; "
34,75500,alugada,0,educacao,D,19200,16.77,1,0.25,n,10,sim,
24,75000,hipoteca,6,saude,A,9000,8.59,0,0.12,n,4,sim,
24,100896,alugada,7,reforma,D,15000,14.42,0,0.15,n,2,sim,
23,96260,hipoteca,NULL,educacao,D,25200,15.65,0,0.26,n,2,não,
23,20000,propria,0,uso_pessoal,B,5000,11.71,0,0.25,n,4,sim,
30,26500,alugada,14,quitacao_debitos,C,10625,14.27,1,0.4,n,9,sim,
35,100000,hipoteca,14,empreendimento,A,10000,6.62,0,0.1,n,8,sim,
24,75000,hipoteca,7,reforma,C,12000,13.49,0,0.16,s,4,sim,
36,34000,alugada,20,empreendimento,D,4000,14.59,1,0.12,n,11,sim,
35,33000,alugada,2,empreendimento,C,7600,15.27,0,0.23,n,6,sim,
24,91000,hipoteca,5,quitacao_debitos,A,15000,7.88,0,0.16,n,2,sim,
30,36000,alugada,0,saude,C,13000,13.61,1,0.36,n,8,sim,
33,50000,alugada,2,quitacao_debitos,B,14000,10.62,0,0.28,n,9,sim,
24,57000,propria,8,educacao,A,9000,8,0,0.16,n,4,sim,
26,30000,alugada,3,educacao,C,8000,12.61,0,0.27,s,4,sim,
22,39000,propria,0,educacao,F,25000,16.08,1,0.64,n,3,sim,
22,32000,hipoteca,0,educacao,A,1700,7.9,0,0.05,n,4,sim,
27,39000,alugada,4,uso_pessoal,C,7000,13.79,1,0.18,s,7,sim,
27,85000,propria,10,empreendimento,C,19000,13.92,0,0.22,n,5,sim,
32,28800,alugada,7,uso_pessoal,C,9450,14.27,1,0.33,s,10,sim,
25,43000,alugada,9,reforma,C,22000,13.11,1,0.51,n,2,sim,
27,65000,alugada,11,empreendimento,B,20000,NULL,1,0.31,n,5,não,
22,44160,alugada,7,empreendimento,D,12000,13.24,0,0.27,s,2,sim,
31,61150,alugada,0,quitacao_debitos,B,5100,11.49,0,0.08,n,8,sim,
25,47052,alugada,5,empreendimento,B,21250,10.99,1,0.45,n,2,sim,
22,48000,alugada,6,empreendimento,B,15000,9.63,1,0.31,n,4,sim,
24,42300,alugada,8,uso_pessoal,B,15000,11.99,1,0.35,n,4,sim,
24,42000,hipoteca,9,quitacao_debitos,A,11000,5.42,0,0.26,n,4,sim,
27,35000,alugada,3,saude,B,4800,9.99,0,0.14,n,8,sim,
44,48000,alugada,0,empreendimento,C,5000,13.43,0,0.1,n,14,sim,
25,170000,hipoteca,9,saude,B,25000,10.75,0,0.15,n,2,sim,
28,99996,alugada,7,saude,B,5000,11.49,0,0.05,n,10,sim,
23,37000,alugada,5,quitacao_debitos,D,5500,15.31,1,0.15,s,2,sim,
22,30000,alugada,NULL,educacao,A,4350,6.03,0,0.14,n,4,não,"Cálculo do comprometimento da renda diferente do apontado; "
29,115000,hipoteca,11,educacao,C,20000,13.79,0,0.17,s,6,sim,
33,150000,propria,14,empreendimento,B,21000,11.83,0,0.14,n,9,sim,
34,56400,propria,8,saude,A,12100,5.79,0,0.21,n,9,sim,
40,38000,alugada,16,empreendimento,B,11000,10.37,0,0.29,n,11,sim,
31,60000,alugada,0,saude,A,12000,7.49,0,0.2,n,9,sim,
30,48000,alugada,7,uso_pessoal,A,4000,NULL,0,0.08,n,5,não,
38,34000,hipoteca,14,empreendimento,D,8000,15.62,1,0.24,n,11,sim,
29,31200,alugada,0,uso_pessoal,C,3000,NULL,0,0.1,s,6,não,
26,50000,hipoteca,10,uso_pessoal,A,10000,7.51,0,0.2,n,3,sim,
40,70032,hipoteca,14,educacao,B,14000,9.99,0,0.2,n,14,sim,
22,85000,hipoteca,4,empreendimento,A,7000,6.91,0,0.08,n,3,sim,
25,66500,hipoteca,9,quitacao_debitos,B,5000,9.63,0,0.08,n,3,sim,
23,95000,alugada,0,educacao,B,14000,12.69,0,0.15,n,2,sim,
28,82000,hipoteca,3,reforma,D,25000,16.29,0,0.3,n,5,sim,
25,23000,hipoteca,NULL,reforma,A,4400,6.76,0,0.19,n,2,não,
24,50004,alugada,9,empreendimento,C,5000,NULL,0,0.1,n,4,não,
24,35000,alugada,4,saude,A,1850,7.12,0,0.05,n,3,sim,
25,42000,alugada,9,empreendimento,C,11500,13.79,0,0.27,s,3,sim,
28,53000,alugada,2,saude,A,8500,5.79,0,0.16,n,9,sim,
26,120000,hipoteca,10,saude,C,5000,13.49,0,0.04,s,2,sim,
22,54000,alugada,4,educacao,C,8000,13.48,1,0.15,s,3,sim,
22,110196,hipoteca,6,saude,B,25000,11.49,0,0.23,n,3,sim,
48,20400,alugada,4,saude,A,12000,7.49,1,0.59,n,12,sim,
22,41000,alugada,2,quitacao_debitos,B,11000,12.18,0,0.27,n,4,sim,
25,49963,hipoteca,9,saude,B,2100,11.49,1,0.04,n,3,sim,
34,40000,hipoteca,11,empreendimento,A,6000,7.29,0,0.15,n,7,sim,
24,36000,hipoteca,5,saude,C,4000,15.23,1,0.11,s,3,sim,
31,35000,,6,saude,C,19500,9.76,0,0.22,n,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
34,41600,alugada,0,uso_pessoal,B,NULL,NULL,1,0.27,n,3,não,
28,26400,hipoteca,4,saude,A,3000,6.17,0,0.11,n,6,sim,
22,60000,hipoteca,6,uso_pessoal,A,2000,6.54,0,0.03,n,3,sim,
24,61100,alugada,1,quitacao_debitos,B,15000,12.53,0,0.25,n,2,sim,
23,41000,alugada,1,quitacao_debitos,C,12500,13.57,0,0.3,n,4,sim,
31,108000,hipoteca,11,quitacao_debitos,C,35000,13.49,1,0.32,n,10,sim,
32,69900,hipoteca,16,uso_pessoal,B,18000,11.49,0,0.26,n,8,sim,
24,105804,hipoteca,8,educacao,A,15000,7.49,0,0.14,n,2,sim,
21,22000,alugada,4,quitacao_debitos,A,2500,7.14,0,0.11,n,4,sim,
26,36120,alugada,3,saude,C,2800,13.35,1,0.08,n,4,sim,
30,43200,alugada,6,empreendimento,B,8600,11.36,0,0.2,n,5,sim,
27,80000,hipoteca,4,quitacao_debitos,B,24000,11.12,0,0.3,n,10,sim,
23,69000,alugada,7,saude,B,4800,10.75,0,0.07,n,2,sim,
26,56000,alugada,1,uso_pessoal,A,5100,8,0,0.09,n,4,sim,
24,70000,alugada,3,uso_pessoal,B,25000,11.86,1,0.36,n,2,sim,
28,78000,alugada,5,uso_pessoal,B,12000,10.62,0,0.15,n,6,sim,
35,17280,alugada,6,educacao,D,7200,12.36,1,0.42,n,5,sim,
23,88000,hipoteca,7,saude,C,12000,NULL,0,0.14,s,2,não,
27,36789,hipoteca,1,quitacao_debitos,C,5500,13.57,0,0.15,s,8,sim,
24,53000,hipoteca,8,empreendimento,A,6850,6.92,0,0.13,n,2,sim,
27,47380,hipoteca,11,educacao,C,15000,13.79,0,0.32,n,6,sim,
35,110000,hipoteca,7,quitacao_debitos,B,9000,11.71,0,0.08,n,9,sim,
32,37076,alugada,3,uso_pessoal,B,12000,12.42,1,0.32,n,7,sim,
24,48000,alugada,0,uso_pessoal,B,4800,9.88,0,0.1,n,3,sim,
27,30000,alugada,2,quitacao_debitos,E,5000,17.99,1,0.17,s,10,sim,
21,95400,hipoteca,0,uso_pessoal,A,12000,5.42,0,0.13,n,2,sim,
40,85000,hipoteca,4,reforma,C,5000,14.27,0,0.06,n,16,sim,
29,120000,hipoteca,8,saude,A,28000,7.9,0,0.23,n,8,sim,
34,156000,alugada,4,educacao,A,35000,NULL,0,0.22,n,5,não,
28,74000,alugada,12,reforma,B,10000,11.71,0,0.14,n,8,sim,
23,28000,hipoteca,4,reforma,D,5225,14.84,1,0.19,n,2,sim,
23,28000,,5,uso_pessoal,B,NULL,12.42,1,0.36,n,4,não,
23,108000,alugada,1,saude,C,3800,14.26,0,0.04,s,4,sim,
26,105000,hipoteca,9,empreendimento,B,12000,10.99,0,0.11,n,2,sim,
22,21000,alugada,4,educacao,D,4750,NULL,0,0.23,n,2,não,
30,33600,hipoteca,5,educacao,A,9000,6.91,0,0.27,n,6,sim,
27,NULL,,6,reforma,C,17475,9.91,1,0.38,n,2,não,
31,275000,hipoteca,4,uso_pessoal,B,30000,10.59,0,0.11,n,8,sim,
40,30000,alugada,2,empreendimento,B,10625,NULL,1,0.35,n,13,não,
39,43000,hipoteca,3,reforma,A,6250,7.68,0,0.15,n,14,sim,
27,72000,alugada,3,quitacao_debitos,D,25000,15.95,1,0.35,s,6,sim,
23,37440,alugada,0,empreendimento,B,11000,NULL,0,0.29,n,2,não,
26,32000,alugada,10,uso_pessoal,C,5000,12.53,0,0.16,s,3,sim,
36,150000,propria,8,empreendimento,A,7200,6.92,0,0.05,n,13,sim,
22,66000,hipoteca,NULL,empreendimento,A,3000,7.51,0,0.05,n,3,não,
24,51000,alugada,8,empreendimento,B,20000,10.38,1,0.39,n,3,sim,
49,95000,hipoteca,12,quitacao_debitos,A,7500,6.03,0,0.08,n,13,sim,
25,60000,hipoteca,2,educacao,B,12500,11.49,0,0.21,n,4,sim,
29,50000,alugada,6,educacao,A,3000,7.29,0,0.06,n,10,sim,
28,69000,hipoteca,2,educacao,A,10000,8.94,0,0.14,n,8,sim,
25,50000,alugada,0,uso_pessoal,A,5000,NULL,0,0.1,n,2,não,
35,42756,alugada,0,uso_pessoal,A,3500,7.74,0,0.08,n,8,sim,
27,160000,hipoteca,11,reforma,A,16000,8.49,0,0.1,n,5,sim,
23,70800,hipoteca,6,educacao,D,9600,NULL,0,0.14,n,4,não,
23,65000,hipoteca,5,quitacao_debitos,A,2275,NULL,0,0.04,n,2,não,
37,85000,alugada,3,educacao,C,15000,8.94,NULL,0.15,,12,não,"Cálculo do comprometimento da renda diferente do apontado; "
33,410000,hipoteca,3,reforma,B,35000,10.37,0,0.09,n,5,sim,
22,54000,alugada,0,empreendimento,E,10000,15.95,1,0.19,n,4,sim,
22,50000,propria,3,empreendimento,A,6000,8.94,0,0.12,n,4,sim,
22,30000,alugada,1,educacao,C,4000,NULL,0,0.13,n,3,não,
29,162480,hipoteca,2,uso_pessoal,B,25000,12.42,0,0.15,n,10,sim,
31,74628,hipoteca,12,quitacao_debitos,C,15000,12.99,0,0.2,n,5,sim,
32,62000,alugada,6,saude,B,6000,NULL,0,0.1,n,5,não,
31,57000,alugada,15,,B,9000,11.49,0,NULL,n,3,não,
31,29736,alugada,4,educacao,A,7000,6.92,0,0.24,n,8,sim,
22,35000,,7,uso_pessoal,B,4100,7.88,0,0.1,,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
28,71400,alugada,5,saude,B,5000,11.12,1,0.06,n,8,sim,"Cálculo do comprometimento da renda diferente do apontado; "
25,63600,hipoteca,9,quitacao_debitos,B,7000,11.49,1,0.11,n,4,sim,
22,34000,hipoteca,5,saude,B,11500,10.99,0,0.34,n,2,sim,
32,70000,hipoteca,3,empreendimento,A,4000,5.79,0,0.06,n,5,sim,
NULL,72000,hipoteca,3,quitacao_debitos,A,12000,10.65,NULL,0.19,n,3,não,"Cálculo do comprometimento da renda diferente do apontado; "
24,50000,hipoteca,5,uso_pessoal,B,3500,10.99,0,0.07,n,2,sim,
31,34000,alugada,2,saude,B,2400,12.21,0,0.07,n,5,sim,
23,57996,alugada,1,saude,C,11650,13.47,0,0.2,n,2,sim,
34,70000,hipoteca,16,uso_pessoal,A,4000,7.74,0,0.06,n,5,sim,
28,157000,propria,12,empreendimento,C,12000,13.92,0,0.08,s,9,sim,
29,70000,hipoteca,12,reforma,A,7000,7.66,0,0.1,n,10,sim,
21,67400,hipoteca,2,empreendimento,E,20000,17.74,1,0.3,s,2,sim,
26,78000,hipoteca,7,uso_pessoal,A,7200,6.62,0,0.09,n,2,sim,
25,49000,alugada,2,saude,A,7750,9.63,0,0.16,n,4,sim,
29,38400,hipoteca,0,saude,C,14000,14.27,0,0.36,s,8,sim,
34,84000,hipoteca,10,empreendimento,A,30000,7.9,0,0.36,n,8,sim,
26,80171,alugada,3,reforma,C,18000,13.85,0,0.22,n,3,sim,
22,67500,alugada,1,empreendimento,B,7500,9.76,0,0.11,n,3,sim,
41,108800,hipoteca,2,saude,E,15000,17.88,1,0.12,n,16,sim,"Cálculo do comprometimento da renda diferente do apontado; "
23,72000,hipoteca,7,quitacao_debitos,A,6000,6.17,0,0.08,n,3,sim,
34,222000,hipoteca,0,saude,A,13000,8.49,0,0.06,n,7,sim,
22,55000,alugada,6,educacao,A,6000,6.62,0,0.11,n,2,sim,
51,46560,hipoteca,2,uso_pessoal,A,11600,8.94,0,0.25,n,30,sim,
24,30972,alugada,1,empreendimento,D,2000,16.29,1,0.06,n,2,sim,
37,48000,alugada,8,educacao,A,3000,6.99,0,0.06,n,14,sim,
26,65000,alugada,5,quitacao_debitos,B,3200,11.71,0,0.05,n,3,sim,
31,52000,hipoteca,8,reforma,A,6400,7.88,0,0.12,n,10,sim,
23,39600,hipoteca,7,saude,A,6000,7.88,0,0.15,n,2,sim,
36,54000,alugada,2,reforma,A,7500,NULL,1,0.14,n,14,não,
23,55000,alugada,5,empreendimento,B,20000,12.53,1,0.36,n,3,sim,
26,50000,propria,11,reforma,,12000,15.05,0,0.09,s,3,não,"Cálculo do comprometimento da renda diferente do apontado; "
33,24000,alugada,1,empreendimento,B,8000,11.12,1,0.33,n,9,sim,
22,35325,alugada,2,educacao,D,6500,15.95,1,0.18,n,3,sim,
33,82000,hipoteca,2,uso_pessoal,B,20000,10.99,0,0.24,n,10,sim,
27,264000,hipoteca,0,saude,A,35000,NULL,0,0.13,n,5,não,
25,30000,hipoteca,3,reforma,A,12000,5.99,1,0.4,n,4,sim,
33,30000,alugada,11,saude,A,2000,7.29,0,0.07,n,5,sim,
34,40000,alugada,2,uso_pessoal,B,13200,12.42,1,0.33,n,8,sim,
27,39000,alugada,3,quitacao_debitos,C,16000,12.73,1,0.41,n,8,sim,
23,39456,propria,7,uso_pessoal,A,14000,7.29,0,0.35,n,3,sim,
24,55000,hipoteca,8,reforma,A,10000,5.79,0,0.18,n,2,sim,
26,56000,alugada,10,quitacao_debitos,B,10000,12.69,1,0.18,n,4,sim,
34,77000,hipoteca,18,educacao,B,15000,11.14,1,0.19,n,6,sim,
25,21000,alugada,2,educacao,E,4500,16.45,1,0.21,s,4,sim,
21,27000,alugada,NULL,quitacao_debitos,C,4800,13.49,0,0.18,n,4,não,
24,45000,hipoteca,2,educacao,B,9200,11.89,0,0.2,n,3,sim,
29,42000,alugada,6,empreendimento,C,18000,14.65,1,0.43,s,8,sim,
31,151000,hipoteca,1,reforma,C,21000,11.97,0,0.14,n,8,sim,
26,26000,alugada,2,quitacao_debitos,C,3825,14.27,0,0.15,n,4,sim,
24,19800,alugada,1,quitacao_debitos,A,5600,5.79,1,0.28,n,3,sim,
23,60000,hipoteca,7,uso_pessoal,A,6000,8.9,0,0.1,n,4,sim,
24,23000,alugada,0,educacao,,3000,10.75,0,0.1,,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
23,80000,alugada,5,saude,B,12000,12.42,0,0.15,n,2,sim,
39,250000,hipoteca,21,empreendimento,C,4000,15.23,0,0.02,n,13,sim,
31,235000,propria,5,saude,D,11200,15.65,0,0.05,n,5,sim,
32,31000,alugada,0,educacao,B,5000,11.49,1,0.16,n,8,sim,
24,65000,hipoteca,5,saude,B,2000,9.62,0,0.03,n,3,sim,
30,150000,alugada,2,empreendimento,B,21000,12.62,0,0.14,n,9,sim,
27,44000,alugada,1,empreendimento,D,15000,NULL,1,0.39,n,8,não,"Cálculo do comprometimento da renda diferente do apontado; "
22,NULL,,0,empreendimento,E,4500,7.74,0,0.06,n,2,não,
29,66000,hipoteca,10,quitacao_debitos,B,7000,9.91,0,0.11,n,10,sim,
30,275000,hipoteca,14,educacao,B,7000,11.71,0,0.03,n,10,sim,
23,53352,alugada,3,empreendimento,A,17500,6.54,1,0.33,n,2,sim,
27,NULL,propria,11,reforma,,9250,17.19,0,0.29,n,4,não,
33,83000,alugada,0,quitacao_debitos,B,21000,11.71,1,0.25,n,7,sim,
24,54000,alugada,5,uso_pessoal,B,10000,10.37,1,0.19,n,2,sim,
27,60000,hipoteca,11,saude,C,6000,13.35,0,0.1,n,8,sim,
27,51200,alugada,11,educacao,D,18000,14.96,1,0.35,s,8,sim,
23,42870,alugada,7,saude,A,2000,5.42,0,0.05,n,3,sim,
32,25000,propria,2,empreendimento,D,5000,16.32,0,0.2,s,9,sim,
26,40000,alugada,4,educacao,A,12500,6.92,1,0.31,n,2,sim,
27,62000,hipoteca,6,quitacao_debitos,B,15000,NULL,0,0.24,n,8,não,
24,135000,hipoteca,8,uso_pessoal,B,21000,10.74,0,0.16,n,2,sim,
26,65000,hipoteca,10,reforma,A,8000,6.99,0,0.12,n,3,sim,
26,37680,alugada,5,saude,D,2000,14.96,1,0.05,n,3,sim,
27,60000,alugada,8,empreendimento,A,7000,6.99,0,0.12,n,10,sim,
28,42000,alugada,4,saude,B,3000,10.25,0,0.07,n,10,sim,
24,70000,hipoteca,3,educacao,A,7750,6.62,0,0.11,n,3,sim,
29,21000,alugada,1,saude,A,4000,5.79,0,0.19,n,10,sim,
27,50000,hipoteca,1,empreendimento,A,6500,7.74,0,0.13,n,6,sim,
22,37740,alugada,6,saude,A,7000,NULL,0,0.19,n,3,não,
39,120000,hipoteca,9,saude,A,12000,5.79,0,0.1,n,11,sim,
23,103000,hipoteca,0,quitacao_debitos,D,16750,NULL,1,0.16,n,2,não,
23,42048,hipoteca,7,educacao,A,8500,7.74,0,0.2,n,3,sim,
27,27000,propria,1,empreendimento,A,6000,8,0,0.22,n,6,sim,
32,55000,hipoteca,4,reforma,C,6500,13.98,0,0.12,n,10,sim,
22,25000,alugada,2,uso_pessoal,C,7000,13.85,0,0.28,s,3,sim,
NULL,57996,hipoteca,1,saude,A,8000,7.14,NULL,0.11,n,9,não,"Cálculo do comprometimento da renda diferente do apontado; "
23,115000,hipoteca,4,quitacao_debitos,A,5600,5.42,0,0.05,n,3,sim,
25,30000,hipoteca,NULL,educacao,D,10625,16.49,0,0.35,n,4,não,
22,62400,hipoteca,2,empreendimento,C,12600,13.85,0,0.2,s,2,sim,
22,95000,hipoteca,2,saude,B,5000,10.59,0,0.05,n,2,sim,
32,155004,hipoteca,9,empreendimento,A,15000,8.49,0,0.1,n,8,sim,
26,72000,alugada,2,empreendimento,B,3600,10.74,0,0.05,n,4,sim,
21,37800,alugada,1,uso_pessoal,C,2400,14.26,0,0.06,s,3,sim,
33,63996,alugada,4,educacao,B,3200,10.74,0,0.05,n,9,sim,
24,150000,hipoteca,8,educacao,A,8000,8.9,0,0.05,n,4,sim,
24,65000,alugada,5,quitacao_debitos,A,12000,8.9,0,0.18,n,2,sim,
27,45150,alugada,1,uso_pessoal,C,18000,13.16,1,0.4,n,7,sim,
21,25000,hipoteca,4,empreendimento,C,2800,NULL,0,0.11,s,3,não,
27,100000,alugada,12,empreendimento,B,16000,11.11,0,0.16,n,5,sim,
24,41745,alugada,2,uso_pessoal,A,3200,9.63,0,0.08,n,3,sim,
26,45000,hipoteca,6,empreendimento,A,5000,6.99,0,0.11,n,2,sim,
31,13000,alugada,0,empreendimento,C,8000,12.84,1,0.62,n,10,sim,
23,60000,alugada,4,uso_pessoal,C,5000,13.98,0,0.08,s,2,sim,
27,65000,propria,6,educacao,A,15000,6.99,0,0.23,n,5,sim,
NULL,134000,alugada,7,saude,B,15000,14.09,0,0.27,,9,não,"Cálculo do comprometimento da renda diferente do apontado; "
23,45000,hipoteca,1,saude,B,10000,12.21,0,0.22,n,2,sim,
26,87000,hipoteca,10,quitacao_debitos,B,10000,9.99,0,0.11,n,3,sim,
37,43000,alugada,0,saude,B,8000,11.49,0,0.19,n,13,sim,
22,35000,alugada,0,educacao,A,3250,6.54,0,0.09,n,3,sim,
26,82000,hipoteca,1,reforma,C,20000,13.57,0,0.24,n,2,sim,
23,33000,alugada,1,quitacao_debitos,C,7000,13.61,0,0.21,n,4,sim,
33,12000,alugada,NULL,educacao,A,1000,7.88,1,0.08,n,7,não,
23,167300,hipoteca,1,educacao,B,20000,12.21,0,0.12,n,2,sim,
24,87000,hipoteca,7,reforma,B,25000,10.99,0,0.29,n,2,sim,
23,57000,hipoteca,6,uso_pessoal,A,7000,NULL,0,0.12,n,2,não,
27,54000,hipoteca,NULL,quitacao_debitos,A,2000,7.14,0,0.04,n,9,não,
23,85500,alugada,1,educacao,C,17000,13.11,0,0.2,s,2,sim,
32,83820,hipoteca,5,educacao,B,12800,9.99,0,0.15,n,6,sim,
22,95000,hipoteca,3,uso_pessoal,A,10000,9.07,0,0.11,n,3,sim,
32,130000,alugada,0,uso_pessoal,B,12500,9.99,0,0.1,n,6,sim,
25,30000,propria,0,uso_pessoal,A,3425,6.17,0,0.11,n,2,sim,
22,31000,alugada,2,educacao,A,6500,8.32,0,0.21,n,3,sim,
32,95000,alugada,1,quitacao_debitos,B,19200,11.89,0,0.2,n,9,sim,
24,53000,hipoteca,6,saude,D,5000,15.62,1,0.09,n,4,sim,
24,47000,alugada,3,uso_pessoal,F,24000,17.8,1,0.51,n,2,sim,
23,160000,hipoteca,2,educacao,D,25000,15.65,0,0.16,s,2,sim,
24,33600,alugada,1,quitacao_debitos,B,10000,9.88,1,0.3,n,4,sim,
26,108000,alugada,2,uso_pessoal,D,25000,15.05,1,0.23,n,3,sim,
27,37440,alugada,7,uso_pessoal,B,2800,NULL,0,0.07,n,9,não,
28,43000,hipoteca,12,reforma,A,8000,9.32,0,0.19,n,10,sim,
31,47000,alugada,4,empreendimento,A,6000,6.99,0,0.13,n,7,sim,
42,22000,alugada,3,uso_pessoal,A,9000,7.66,1,0.41,n,11,sim,
30,36000,alugada,5,educacao,C,11500,15.27,1,0.32,s,8,sim,
38,75971,hipoteca,10,reforma,D,18125,14.84,0,0.24,s,12,sim,
25,33000,alugada,6,uso_pessoal,B,3000,10.95,0,0.09,n,4,sim,
40,NULL,alugada,4,quitacao_debitos,D,NULL,6.03,1,0.71,n,8,não,
28,100000,propria,7,saude,C,18000,13.92,0,0.18,s,9,sim,
27,97200,hipoteca,2,reforma,A,5500,NULL,0,0.06,n,8,não,
38,47000,alugada,4,uso_pessoal,C,7000,13.35,0,0.15,s,13,sim,
25,136000,hipoteca,1,quitacao_debitos,C,8000,12.87,0,0.06,n,3,sim,
22,35000,alugada,1,quitacao_debitos,B,8000,9.2,0,0.23,n,4,sim,
30,94104,propria,15,empreendimento,C,14400,14.27,0,0.15,s,7,sim,
25,38400,alugada,9,empreendimento,B,8500,10.99,0,0.22,n,2,sim,
22,92000,alugada,6,empreendimento,F,20000,15.65,0,0.22,s,2,sim,
21,200000,hipoteca,5,educacao,C,16000,14.65,0,0.08,n,4,sim,
29,72000,hipoteca,6,empreendimento,D,16800,15.62,0,0.23,n,9,sim,
24,165000,hipoteca,5,uso_pessoal,B,20000,10.37,0,0.12,n,4,sim,
43,780000,hipoteca,2,reforma,A,1000,8.94,0,0,n,11,não,
38,72900,alugada,3,uso_pessoal,C,15000,12.68,0,0.21,n,12,sim,
36,37000,hipoteca,3,uso_pessoal,A,7000,6.91,0,0.19,n,13,sim,
25,70000,alugada,9,educacao,B,6000,9.25,0,0.09,n,4,sim,
27,NULL,alugada,0,,B,20000,17.04,1,0.23,s,2,não,
NULL,110000,hipoteca,15,uso_pessoal,C,1000,11.49,0,0.02,,2,não,"Cálculo do comprometimento da renda diferente do apontado; "
26,60000,hipoteca,3,reforma,A,2000,NULL,0,0.03,n,4,não,
22,39000,alugada,4,saude,B,14000,10.37,1,0.36,n,3,sim,
22,43000,propria,7,educacao,A,6000,7.74,0,0.14,n,4,sim,
27,75400,hipoteca,3,uso_pessoal,A,6000,7.74,0,0.08,n,7,sim,
26,54996,alugada,0,uso_pessoal,A,4000,7.51,0,0.07,n,4,sim,
25,17400,alugada,0,educacao,B,3000,11.83,1,0.17,n,4,sim,
33,72000,hipoteca,6,quitacao_debitos,A,4250,5.42,0,0.06,n,5,sim,
24,72000,alugada,4,empreendimento,A,18000,7.88,0,0.25,n,2,sim,
22,60000,propria,6,educacao,A,14000,7.88,0,0.23,n,2,sim,
28,44000,alugada,3,saude,E,19000,16.82,1,0.43,n,8,sim,
26,175000,hipoteca,0,uso_pessoal,C,15000,NULL,0,0.09,n,3,não,
22,29000,alugada,6,saude,C,4800,12.99,0,0.17,s,4,sim,
33,70000,hipoteca,0,uso_pessoal,C,5600,13.57,0,0.08,s,8,sim,
27,59000,hipoteca,11,uso_pessoal,A,3000,7.9,1,0.05,n,9,sim,
23,18000,alugada,2,educacao,C,2000,14.79,0,0.11,n,3,sim,
22,57600,hipoteca,1,uso_pessoal,B,6000,10,0,0.1,n,2,sim,
23,86500,hipoteca,7,uso_pessoal,A,14000,7.29,0,0.16,n,3,sim,
20,135000,hipoteca,1,empreendimento,C,15000,15.96,0,0.11,s,2,sim,
25,45996,propria,0,reforma,A,3850,NULL,0,0.08,n,2,não,
28,60000,alugada,8,educacao,A,10000,8.9,0,0.17,n,9,sim,
24,70000,alugada,3,reforma,A,12500,7.88,0,0.18,n,3,sim,
27,24000,alugada,2,saude,A,1450,NULL,0,0.06,n,9,não,
23,80000,hipoteca,7,educacao,B,15000,12.42,0,0.19,n,2,sim,
30,138000,hipoteca,3,educacao,E,25000,NULL,NULL,0.28,,17,não,"Cálculo do comprometimento da renda diferente do apontado; "
24,64000,hipoteca,8,empreendimento,B,4000,10,0,0.06,n,2,sim,
22,38000,alugada,5,uso_pessoal,C,10000,13.49,0,0.26,n,2,sim,
35,10800,alugada,NULL,educacao,D,2500,14.84,1,0.23,n,5,não,
31,57200,hipoteca,3,quitacao_debitos,C,7500,13.11,0,0.13,s,5,sim,
24,63000,hipoteca,8,quitacao_debitos,B,7000,NULL,0,0.11,n,3,não,
27,70000,hipoteca,5,quitacao_debitos,A,15000,7.49,0,0.21,n,8,sim,
NULL,62000,alugada,3,reforma,C,NULL,15.99,0,0.05,s,10,não,
50,54996,alugada,0,quitacao_debitos,C,5000,13.47,0,0.09,n,14,sim,
21,30000,alugada,5,educacao,B,7500,11.83,0,0.25,n,4,sim,
39,90000,hipoteca,2,uso_pessoal,B,4600,11.11,0,0.05,n,11,sim,
32,113000,alugada,5,reforma,D,12000,16.29,1,0.11,n,5,sim,
26,24000,alugada,3,saude,A,10000,NULL,1,0.42,n,2,não,
24,29000,alugada,0,saude,D,12000,15.05,1,0.41,s,2,sim,
30,116500,hipoteca,9,quitacao_debitos,C,15000,14.79,0,0.13,s,7,sim,
25,64000,alugada,8,quitacao_debitos,D,15000,14.42,1,0.23,s,3,sim,
24,13000,alugada,1,saude,B,1200,11.89,0,0.09,n,2,sim,
24,51000,alugada,6,saude,B,15000,11.12,0,0.29,n,3,sim,
24,72000,hipoteca,1,uso_pessoal,A,12000,5.42,0,0.17,n,2,sim,
